link,content
https://www.investing.com/news/economy-news/italy-has-no-plans-for-new-tax-on-company-profits-sources-say-3552765,"ROME (Reuters) - Italy has no plans to introduce new windfall taxes on company profits, government sources said on Friday, denying press reports. Some Italian newspapers reported this week that the government was discussing new taxes on banks, insurers, energy companies and luxury goods firms. Rumours began to spread after Economy Minister Giancarlo Giorgetti last month hinted at possible measures on the insurance sector, urging companies that have reported healthy profits to reflect on a recent rise in insurance premiums. Political sources said, however, that Giorgetti would be in favour of cooperation agreements with banks and insurers to reinvest some of their profits in initiatives aimed at helping consumers. A year ago Italy's conservative government sparked a major sell-off in banking shares by announcing a surprise 40% windfall tax on bank profits driven by higher interest rates. The government later backtracked and gave lenders the option of increasing reserve buffers instead of paying the levy - resulting in virtually no money being raised from the windfall tax. ($1 = 0.9163 euros)"
https://www.investing.com/news/economy/citi-now-expects-the-fed-to-cut-125bps-by-the-end-of-year-3552671,"Citi adjusted its forecast for the Federal Reserve's monetary policy following the release of the July jobs report, which indicated a slower-than-expected growth in employment. ""We now pencil in 50bp rate cuts in September and November, with 25bp cuts at consecutive meetings thereafter to reach a terminal rate of 3-3.25% by mid-2025 (25bp more of cumulative cuts than we had previously),"" Citi economists wrote in a note Friday. The U.S. economy added 114,000 jobs in July, falling short of the anticipated 175,000 jobs and Citi's own estimate of 150,000. The increase in private employment accounted for 97,000 jobs, with government employment contributing an additional 17,000 positions. Citi's analysis of the employment data suggests that the labor market may be entering a phase of more pronounced weakening. With the recent uptick in unemployment and a discernible slowdown in job creation, Citi anticipates the Fed may start implementing larger rate cuts. The current policy rates, considered to be in restrictive territory, along with Fed officials' growing attention to employment, support Citi's revised expectations. Other major Wall Street research players are also changing their Fed forecast models, with Evercore ISI calling for ""at least three Fed cuts in 2024."" ""Following this report we think the Fed will cut at least three times in 2024 – September, November and December – in a more front-loaded effort to secure the soft landing. Further we think there is now a realistic possibility that the first move will be a 50bp cut in September,"" they said. ""A 50 in September would become the base case if subsequent data confirms and extends a more marked weakening in the labor market, with a further increase in unemployment and payrolls sub 100,000 in August, JOLTS weakening and layoffs / initial claims moving up."" Major US indices fell sharply on today's data with both the and index down by more than 2%."
https://www.investing.com/news/economy/wall-street-strategists-rush-to-adjust-fed-calls-after-a-weak-jobs-report-3552611,"The latest Non-Farm Payrolls (NFP) report revealed a gain of 114,000 jobs in the past month, falling short of economists' expectations and sending stocks lower. The figure indicates a slowdown in job creation compared to previous months, raising concerns about the strength of the labor market. Additionally, the unemployment rate ticked up to 4.3%, marking an increase that suggests a cooling job market. The combination of fewer jobs added, and a rising unemployment rate has sparked worries about potential economic deceleration. In response to the disappointing NFP numbers, stock markets experienced a notable decline, with the Nasdaq down more than 3%, the declining over 2%, and the Dow down around 1.5% at the time of writing. Investors reacted swiftly to the weaker-than-expected employment data, fearing it could signal broader economic challenges ahead. The drop in stock prices reflects heightened anxiety about the future pace of economic growth. What analysts are saying after NFP BofA: Bank of America said in its note reacting to the report that the “softer-than-expected July employment report on the heels of other soft data like the ISM manufacturing report helps to lock-in a rate cut in September.” “That said, we continue to project a gradual pace of easing,” they added. “In making this change, we also reduce our outlook for the terminal rate in the upcoming normalization cycle. We reduce it by 25bp to 3.25-3.5%. If the economy is cooling faster than we or the Fed anticipated, then it would point to a lower need for a higher-for-longer policy stance.” Evercore ISI: Evercore said the NFP number came in significantly weaker than it had expected. “The labor data is now in the driving seat,” said the firm. “Following this report we think the Fed will cut at least three times in 2024 – September, November and December – in a more front-loaded effort to secure the soft landing.” Furthermore, they think it is now realistic to expect the first move to be a 50bp cut in September. “We reiterate [that] if the Fed ever did see evidence that the labor market is cracking, it would go fast and hard, cutting by 200-250bp by year-end,” they concluded. Jefferies: The firm said the data gives the Fed an opening to cut in September. “We are adjusting our call to reflect a 25 bp cut in September and another one following in December. Past that, we think the Fed has to slide into ‘wait and see’ mode,” said Jefferies. The firm continues to believe that pricing in more than two cuts before December 2024 and more than four total cuts before December 2025 is a bet on a recession, and they “do not think that there's any evidence that a recession is imminent.” Piper Sandler: “To us, this suggests that we’ve hit the mark where lower rates no longer a bullish catalyst for stocks,” said analysts at Piper Sandler. “We expect that we will see a positive correlation between interest rates and stock prices going forward.” BMO Capital: BMO highlighted that following the data, “the Sahm Rule Recession Indicator breached the 0.50 threshold that has historically signaled the US economy is in the early stages of a recession.” “We're cognizant that there is plenty of data yet to come between now and the September 18th meeting -- although if this trend in employment accelerates in August, the argument for a 50 bp cut becomes more compelling.” said BMO, adding that they are still in the 25 bp camp at the moment."
https://www.investing.com/news/economy-news/explainercharting-the-feds-economic-data-flow-3552323,"(Reuters) -The Federal Reserve held its benchmark overnight interest rate steady in the 5.25%-5.50% range at the conclusion of its July 30-31 policy meeting, but also signaled that rate cuts may begin as soon as the U.S. central bank's meeting in September. The decision will hinge on data between now and then. Among the key statistics the U.S. central bank is watching: EMPLOYMENT (Released Aug 2; next release Sept. 6): U.S. firms added an underwhelming 114,000 jobs in July, and revisions to the prior two months knocked 29,000 positions from the previously estimated number of payroll jobs. That pushed the three-month average total payroll growth down to 170,000, below the level typical before the COVID-19 pandemic. The unemployment rate also rose to 4.3%, which could heighten fears that the labor market is deteriorating and potentially making the economy vulnerable to a recession. The number of people in a job or looking for work grew. Government data in late July showed the slowing of the labor market is being driven by low hiring, rather than layoffs, with hires dropping to a four-year low in June. Average hourly wages rose 3.6% in July compared to a year ago, versus a 3.8% annual increase in June. The Fed generally considers wage growth in the range of 3.0%-3.5% as consistent with its 2% inflation target. JOB OPENINGS (Released July 30; next release Sept. 4): In a sign of the job market's continued resilience, the level of job openings remained above 8 million in June, while the number of open jobs available for each unemployed person fell slightly to 1.2, remaining roughly where it was in the years before the pandemic. Fed Chair Jerome Powell has kept a close eye on the U.S. Labor Department's Job Openings and Labor Turnover Survey (JOLTS) for information on the imbalance between labor supply and demand, and the pandemic-era jump to more than 2 to 1 in the number of open jobs for each available worker was emblematic of the time. Things have cooled substantially. Other aspects of the survey, like the quits rate, now down to 2.1, have edged back to pre-pandemic levels in what Fed officials view as an emerging balance between the supply and demand for workers. While the hiring rate has slowed, for example, the layoff rate has remained stable in a sign of companies holding on to workers. INFLATION (PCE released July 26; next release CPI Aug. 14): The personal consumption expenditures price index, used by the Fed to set its 2% inflation target, shows inflation slowly subsiding. It fell in June to a 2.5% annual rate, from 2.6% in the prior month. Core PCE prices, stripped of volatile food and energy costs, remained unchanged in June at 2.6%. Despite that reading, the data looks set to help Fed officials build more confidence that inflation is moving toward the U.S. central bank's 2% target. On a month-to-month basis, the PCE index rose 0.1% while core PCE prices edged up 0.2%. Officials have begun to pay closer attention to signs of weakening demand in the economy as a precursor to a slowed pace of price increases. The separate consumer price index fell in June by 0.1%, with drops in both volatile energy items and core consumer goods like vehicles, and weakness in housing costs that Fed officials have long been waiting to see. The 0.2% rise in shelter prices was the slowest since August of 2021, and overall it was the weakest CPI print since May of 2020. The data pushed the annual rise in consumer prices down to 3% from 3.3% in the prior month, with the more volatile core index, excluding food and energy, falling to 3.3% from 3.4%."
https://www.investing.com/news/commodities-news/libyas-70-billion-wealth-fund-sees-thaw-in-un-asset-freeze-by-yearend-3552572,"By Libby George and Marc Jones LONDON (Reuters) - The Libyan Investment Authority is expecting U.N. sign-off by the end of the year to actively manage its $70 billion in assets for the first time in more than a decade, its chief executive told Reuters. The LIA, set up under Muammar Gaddafi in 2006 to manage the country's oil wealth, has been under a United Nations asset freeze since the 2011 revolution that toppled Gaddafi. This means that in order for Africa's largest sovereign wealth fund to make new investments, or even move cash from negative interest rate accounts, where they have been losing money, the LIA needs UN Security Council sign-off. Chief Executive Ali Mahmoud Mohamed said the authority is confident the council will provide the landmark approval by November or December for an investment plan it submitted in March. ""We believe our investment plan with be accepted ... we don't think they will refuse it,"" Mohamed told Reuters via a translator. The first of LIA's four-part plan is the ""very simple"" step of reinvesting money that has built up during the freeze, such as payouts from bond holdings. The LIA has previously tried to actively manage its funds. But in the turmoil following Gaddafi's ouster, it at one point had dueling chairmen, backed by different factions within the country. A British court ruled in 2020 in Mohamed's favor. In 2020, the LIA said a Deloitte audit showed the freeze had cost it some $4.1 billion in potential equity returns. He said transparency has since improved; the LIA released audited financial statements in 2021, covering 2019. It aims to publish the 2020 numbers in the coming months and provide them annually from next year. And while the LIA was 98th out of 100 sovereign funds in a 2020 ranking of sustainability and governance by Global SWF, an industry data specialist, it stood at 51st this year. Of its estimated $70 billion in assets, the fund has $29 billion in global real estate, $23 billion in deposits invested in Europe and Bahrain and $8 billion in equities spread over more than 300 companies around the world. It also has roughly $2 billion worth of matured bonds. The UN Security Council Committee was not immediately available to comment. Last year, after meeting with the LIA, its members ""noted the progress made on the implementation of the LIA's Transformation Strategy"" and stressed ""the importance of guaranteeing the frozen funds for the benefit of the Libyan people."" Mohamed said that it is also planning to request approval this year for two further investment plan ""pillars"" - one that covers its share portfolio and another that relates to domestic investment plan. The LIA is targeting domestic investments in solar power and helping increase oil exports. Libya is one of Africa's largest oil exporters, pumping roughly 1.2 million barrels per day. If the UN does not approve its investment proposals, Mohamed said ""we will keep trying...we will keep asking and requesting."""
https://www.investing.com/news/economy/intel-suspends-dividend-as-q2-results-miss-estimates-on-margin-woes-shares-slump-3550303,"Investing.com -- Intel stock plummeted sharply after the chipmaker on Thursday suspended its dividend and said it expected a loss in the third quarter after reporting Q2 results that fell short of estimates amid margin pressures. Intel Corporation (NASDAQ: ) crashed 27% following the market open on Friday. The company said it was suspending its dividend starting in Q4. Intel Q2 adjusted earnings of $0.02 on revenue of $12.83B, missing Wall Street estimates of $0.10 and $12.93B, respectively. The miss on the top and bottom lines comes as margins were hurt by the ""accelerated ramp of our AI PC product, higher than typical charges related to non-core businesses and the impact from unused capacity,"" the company said. Gross margin fell 0.4% to 35.4%. Looking ahead to Q3, the company guided for an adjusted loss of $0.03 on revenue in a range of $12.5B to $13.5B, confounding analyst estimates for adjusted EPS of $0.31 on revenue of $14.39B. Intel forecast margin in Q3 falling to 34.5% even as it detailed cost-cutting plans including a more than 15% headcount reduction, to resize and refocus. ""Falling share, margin issues, and capex/opex cuts smell more like a spiral as time running out on a solution,"" Jefferies analysts commented in a post-earnings note. ""This is yet another major reset of the story with Client and Servers both well below seasonal and gross margins significantly lower,"" they added, maintaining a Hold rating on the stock and trimming the price target from $34 to $28. Separately, analysts at Raymond James downgraded Intel stock to Market Perform after the report. ""We expected the 3Q outlook to be weak but are surprised by the magnitude, especially on margins,"" they said. ""While management sounded confident about longer-term targets, GM headwinds are expected to persist through 2025, and we see limited incremental revenue drivers near-term,"" Raymond James added in its note. ""As such, we expect profitability to remain under pressure and are moving to the sidelines despite the attractive valuation and our view that an eventual Foundry separation could unlock significant value."" Yasin Ebrahim contributed to this report."
https://www.investing.com/news/economy-news/instant-view-soft-us-payrolls-number-opens-door-to-september-fed-cut-3552269,"(Reuters) - U.S. job growth slowed more than expected in July, while the unemployment rate increased to 4.3%, which could heighten fears that the labor market is deteriorating and potentially making the economy vulnerable to a recession. Nonfarm payrolls increased by 114,000 jobs last month after rising by a downwardly revised 179,000 in June, the Labor said on Friday. Economists polled by Reuters had forecast payrolls advancing by 175,000 jobs after a previously reported 206,000 gain in June. Hurricane Beryl, which knocked out power in Texas and slammed parts of Louisiana during the payrolls survey week, likely contributed to the below-expectations payrolls gain. Traders bet that the Federal Reserve will start easing policy in September with a big half-percentage-point interest rate cut, versus what was seen before the report as a 70% chance of a more usual quarter-point cut. MARKET REACTION: STOCKS: E-minis extended losses and were down 1.69%BONDS: The yield on benchmark U.S. 10-year notes tumbled to 3.835%, the two-year note yield fell to 3.945% FOREX: The extended a loss to -0.7% COMMENTS: MARC OSTWALD, CHIEF ECONOMIST AND GLOBAL STRATEGIST, ADM INVESTOR SERVICES INTERNATIONAL, LONDON ""It was a weak reading. There wasn't really an impact from Hurricane Beryl. You had nice increases in manufacturing, construction and retail and indeed leisure and hospitality - all of which should have been hit if it had. So you can't explain the weak reading with that. The unemployment rate rose, more due to migration than anything else because labor force participation increased, You've got two forces, one of labor demand easing, not falling off a cliff but definitely easing - and a larger labor force."" ""I wouldn't say the Fed's behind the curve - you can't fine tune these things. But this essentially cements a rate cut in September, whatever we get from July CPI."" ""The last thing the stock market needs right now is another definitive signal that the economy is slowing. It's good news for bonds and credit, but not for equities although there are some other factors going on there."" STUART COLE, CHIEF MACRO ECONOMIST, EQUITI CAPITAL, LONDON ""A soft number, which must leave a September cut from the Fed starting to look like a nailed-on certainty. A big miss on the headline number, a sizeable downwards revision to last month’s print, and a 2% rise in the rate of unemployment – it is no surprise that Powell has recently been highlighting concerns among some FOMC members about the dangers of delaying for too long a cut in interest rates, and then going too timidly thereafter."" ""And what is potentially even more worrying for the Fed is that, whereas in the past a softer data would see equities rally on the expectation that inflation was coming down and interest rate cuts were on the horizon, the fact that equities have reacted negatively to today’s number suggests the thinking is that the Fed is already behind the curve and should have been cutting rates already. The two CPI reports to be released between now and the September Fed meeting probably now have to be pretty shocking if the Fed is going to defer cutting rates again."" MELISSA BROWN, MANAGING DIRECTOR, APPLIED RESEARCH, SIMCORP, NEW YORK ""The top line number is a little shocking relative to expectations. It's much lower than expected. But it's a positive number. It's not the lowest we've seen. The job gains could be low enough to trigger the Fed to act at the next meeting but they're not so low that the signs are flashing recession."" ""The unemployment number is higher than expected and higher than its been for a while. That's a bit of a concern but it's still relatively low."" ""There's still a lot of data to come out between now and the next meeting. A 50 basis-point cut is possible but given the Fed's caution, not that likely. It'll really depend on the data over the next few weeks."" ""Hourly earnings was slightly below. What that means is the next inflation report will be quite important, where general inflation stands versus earnings gains,"" ""To me it's a little surprising the market is reacting so badly because at the same time the likelihood of a bigger rate cut has gone up and the market tends to like that."" WASIF LATIF, PRESIDENT AND CHIEF INVESTMENT OFFICER, SARMAYA PARTNERS, PRINCETON, NEW JERSEY “This is what a growth scare looks like. The market is now realizing that the economy is indeed slowing. Unemployment is an auto-correlation number. So once it starts moving in a certain direction, it generally continues to moving that direction for some successive data points. I think the market is also quickly realizing the Fed may have made a mistake by not cutting. Historically, the Fed has been that they have tended to wait longer and end up pushing the economy into a slower zone. Obviously, they've been data dependent. But now that the data's out, they will probably do what they need to do in September. But September is a lifetime away right now for the market, which is panicking.” “You would expect bonds to rally in this environment because of the economic slowdown, the flight to quality etc. But you're also seeing gold hitting all-time highs the because now we're at a point where the market is pricing in greater Fed cuts and I think the gold price is saying that's all well and good.” BRIAN JACOBSEN, CHIEF ECONOMIST, ANNEX WEALTH MANAGEMENT, MENOMONEE FALLS, WISCONSIN “If Powell knew then what he knows now, he probably would have cut rates. By keeping rates on hold while inflation fell, they’ve applied too much pressure on the brakes. The decline in hours for the manufacturing work week is not a good sign for this being just a soft patch. The Fed can’t bank on economic momentum bailing them out from being too slow to recognize how quickly things are changing.”"
https://www.investing.com/news/economy-news/no-room-for-russia-to-cut-rates-this-year-as-inflation-climbs-economy-overheats-reuters-poll-3552325,"By Alexander Marrow (Reuters) - Russia's central bank has no room to lower rates from 18% this year, a Reuters poll showed on Friday, with analysts forecasting inflation above the bank's 4% target in an overheating economy propelled by military production and consumer spending. Russia's economic growth relies heavily on large-scale government spending on arms production as Moscow funds its war in Ukraine, contributing to soaring real wages in a tight labour market with unemployment at a record low. The consensus forecast of 14 analysts polled by Reuters in late July and early August suggested the Bank of Russia's key rate would end the year at 18%, up from 17.75% in the previous poll. The central bank warned of economic overheating as it hiked rates to 18% last week, vowing to bring down stubborn inflation, currently running at about 9%. Mikhail Vasilyev, chief analyst at Sovcombank, was one of four economists expecting tighter monetary policy by year-end, predicting another hike, in September or October, to 20%. ""We believe that the opportunity for a key rate cut will open up only in mid-2025, when inflation will steadily slow towards the 4% target,"" Vasilyev said. Analysts forecast year-end inflation sharply higher at 6.9%, up from 6.4% in last month's poll. That would follow annual inflation of 7.4% in 2023 and 11.9% in 2022. Expectations for Russia's 2024 gross domestic product growth were also markedly raised to 3.6% from 3.1% in the previous poll, as Russian government and consumer spending remains strong. GDP grew 4.7% in the first half of the year, the economy ministry estimated this week. The rouble, currently buttressed by capital controls, state foreign currency interventions, high rouble interest rates and oil prices, is seen weakening to 96.1 to the dollar over the next year, slightly stronger than in the previous poll. (Reporting and polling by Alexander Marrow in London; Editing by Helen Popper)"
https://www.investing.com/news/economy-news/factboxlayoffs-pile-up-in-us-canada-as-companies-uncertain-of-economy-3552303,"(Reuters) -Companies in the United States and Canada have continued their job cuts in 2024 after letting go thousands last year, as the outlook on interest rate cuts by the Federal Reserve remains uncertain even as recession fears recede rapidly. Here is a snapshot of job cuts announced so far this year: TECHNOLOGY * Amazon (NASDAQ: )'s job cuts include less than 5% of employees at Buy with Prime unit, 5% at audiobook and podcast division Audible, several hundred in streaming and studio operations, 35% at streaming unit Twitch, a few hundred at healthcare units One Medical and Amazon Pharmacy. It also announced layoffs at Amazon Web Services (AWS) impacting several hundred roles in sales, marketing, and global services and a few hundred roles in the physical stores technology team. * Layoffs at Alphabet (NASDAQ: ) include dozens at the division for developing new technology X Lab, hundreds in the advertising sales team, hundreds across teams, including the hardware team responsible for Pixel, Nest and Fitbit (NYSE: ), and a majority in the augmented reality team. * Microsoft (NASDAQ: ) is cutting around 1,900 jobs at gaming divisions Activision Blizzard (NASDAQ: ) and Xbox. * (NYSE: ) plans to lay off some employees in 2024 but will hire more for AI-centered roles. * Intel (NASDAQ: ) said it would cut more than 15% of its workforce, some 17,500 people, as the chipmaker pursues a turnaround focused on its money-losing manufacturing business. * E-commerce firm eBay (NASDAQ: ) plans to cut about 1,000 roles or around 9% of its workforce. * Videogame software provider Unity Software to cut about 25% of workforce, or 1,800 jobs. * DocuSign (NASDAQ: ) plans to reduce its workforce by about 6%, or 400 employees, with a majority in its sales and marketing organizations. * Snap plans to cut around 528 jobs or 10% of its global workforce. * Salesforce (NYSE: ) is laying off about 700 employees, or roughly 1% of its global workforce. * Network giant Cisco (NASDAQ: ) is planning to restructure its business which will include laying off thousands of employees. * Autonomous vehicle technology company Aurora Innovation lays off 3% of workforce. * Canada's BlackBerry (NYSE: ) plans more layoffs, in addition to about 200 job cuts in the prior quarter. * Satellite radio company SiriusXM plans to reduce workforce by about 3%, or about 160 roles. * Bumble is set to eliminate 350 jobs or about 30% of its workforce. AUTOMAKERS * Electric automaker Tesla (NASDAQ: ) will lay off more than 10% of its global workforce, an internal memo seen by Reuters on Monday shows, as it grapples with falling sales amid an intensifying price war for electric vehicles. * EV maker Lucid (NASDAQ: ) said it would reduce its workforce by 6%, or around 400 employees, the electric vehicle industry grapples with slower growth. MEDIA * Pixar Animation Studios, producer of classic films such as ""Toy Story"" and ""Up,"" began laying off about 14% of its workforce as it scales back development of original streaming series. About 175 people will be affected by job cuts at the Walt (NYSE: ) Co unit. * Comcast-owned British media group Sky plans to cut about 1,000 jobs across its businesses this year. * The Los Angeles Times plans to lay off 94 journalists. * Paramount Global is planning to conduct an unspecified number of layoffs. * Business Insider plans to lay off around 8% of its staff. * Bell Canada plans to slash 4,800 jobs. FINANCIAL SERVICES * PayPal (NASDAQ: ) Holdings is planning to cut about 2,500 jobs, or 9% of its global workforce this year. * Payments firm Block Inc has started to cut unspecified jobs. * Citigroup is planning to reduce its headcount by 20,000 people over the next two years. It has announced plans to slash 716 roles in New York towards that target. * Investment banking giant Morgan Stanley is planning to cut hundreds of jobs in its wealth management unit, a person familiar with the matter told Reuters, adding that the cuts will impact less than 1% of the division's employees. * Exchange operator Nasdaq plans to slash hundreds of jobs as it integrates fintech firm Adenza into its business. * Asset manager BlackRock (NYSE: ) is set to cut about 3% of its workforce but expects a larger headcount by the end of 2024. CONSUMER AND RETAIL * The world's largest retailer, Walmart (NYSE: ), plans to cut hundreds of jobs at its corporate headquarters and relocate a majority of its U.S. and Canada-based remote workforce to three offices. * Cosmetics giant (NYSE: ) plans to cut 3% to 5% of its global workforce. * Wayfair (NYSE: ) plans to lay off 1,650 employees, or about 13% of its workforce. * U.S. department store chain Macy's (NYSE: ) is cutting 2,350 jobs, closing five stores. * (NYSE: ) is planning to slash 10%-15% of global corporate jobs. * Hershey's restructuring plan will impact less than 5% of its workforce. * (NYSE: ) will cut about 2% of its total workforce, or more than 1,600 jobs, as the sportswear giant looks to cut costs after flagging weaker profits this year. The company's footwear brand, Converse, will also cut jobs as part of Nike's on-going $2 billion cost savings plan. HEALTH * (NASDAQ: ) is cutting about 12% of workforce. * Consumer health firm Kenvue (NYSE: ) will cut 4% of its global workforce. MANUFACTURING * Defense contractor (NYSE: ) is planning to cut 1% of its jobs. * Spirit AeroSystems (NYSE: ) is laying off several hundred members of its workforce in Wichita, Kan., according to an internal memo, as the company deals with high debt and slowed production at Boeing (NYSE: ), its key customer. * U.S. defense contractor L3Harris cut 5% of its workforce in April in a bid to streamline its business and save costs. LOGISTICS * Service (NYSE: ) plans to cut 12,000 jobs to cut costs. * FedEx (NYSE: ) is planning to cut between 1,700 and 2,000 back-office jobs in Europe, as the parcel delivery company struggles with weak freight demand. NATURAL RESOURCES * U.S. producer Chesapeake Energy (NYSE: ) is laying off employees after completing the divestiture of its oil assets last year. * U.S. miner Piedmont Lithium cuts 27% of workforce in the cost-cutting plan. * Canadian oil and gas pipeline firm TC Energy (NYSE: ) has laid off some of its workers as part of a previously announced plan to integrate its natural gas pipeline units. * Canada-based crude pipeline operator Enbridge (NYSE: ) said it would reduce its workforce by 650 jobs, or 5%, in a bid to cut costs."
https://www.investing.com/news/economy-news/us-treasury-names-acting-senior-sanctions-official-3552297,"By Daphne Psaledakis WASHINGTON (Reuters) - Brad Smith, a veteran U.S. Treasury Department employee, will be acting under secretary for terrorism and financial intelligence, a U.S. Treasury Department spokesperson told Reuters, taking up the role overseeing the department's sanctions policy, one of Washington's go-to foreign policy tools. WHY IT'S IMPORTANT Smith's appointment comes as the U.S. seeks to increase pressure on Russia over its 2022 invasion of Ukraine and maintains heavy punitive measures against countries such as Iran. Reuters first reported Smith would assume the role. CONTEXT Smith will take over the position in an acting capacity following the departure of Brian Nelson on Friday, the spokesperson said. Sources confirmed Nelson was leaving to work on the presidential campaign of Vice President Kamala Harris. Smith's focus will be on continuing to degrade Russia’s ability to wage war in Ukraine, the spokesperson said, as well as cutting off financing to Iran and its proxies, combating the illicit flow of fentanyl into the U.S. and implementing regulatory efforts. Smith was appointed director of Treasury's Office of Foreign Assets Control in 2023. He previously served as the office’s deputy director and chief counsel. Under President Joe Biden's administration, Smith has worked on Washington's imposition of thousands of sanctions targeting Russia over the invasion of Ukraine, which has included designations of Russian banks, oligarchs, President Vladimir Putin and companies in China, Turkey and elsewhere. The Biden administration has also ramped up counter-narcotics measures and sought to modernize the use of the sanctions tool. During the previous administration of President Donald Trump, the office issued extensive measures against Iran and Venezuela, among others."
https://www.investing.com/news/economy-news/boes-pill-says-job-not-done-on-inflation-rates-might-not-fall-again-soon-3552296,"LONDON (Reuters) -Bank of England Chief Economist Huw Pill said on Friday that the fight against high inflation was not won and there was no guarantee that interest rates would fall again soon. ""I think we can't be complacent, we can't declare 'job done' because there are some sort of dynamics in the UK economy, a sort of persistent component, that we need to be cautious about,"" Pill told an online presentation organised by the BoE. ""I think we shouldn't be yet promising that rates are going to move down further in the very short term,"" he said. Pill voted against the BoE's decision to cut borrowing costs for the first time in more than four years which was announced on Thursday. BoE Governor Andrew Bailey, who was part of the five-strong majority on the Monetary Policy Committee which backed the cut in Bank Rate, has also said the timing of further reductions in borrowing costs remains to be determined. Investors are fully pricing another quarter-point reduction in Bank Rate - which now stands at 5.0% - in November. Inflation in Britain has fallen from more than 11% in October 2022 to 2% in the most recent data, but wage growth and inflation in the services sector remain stronger, representing risks for price growth ahead. In his comments on Friday, Pill said progress on tackling inflation was being made but Britain was ""not out of the woods."" He also said he did not believe above-inflation increases in public sector pay announced by the government posed a big inflationary risk."
https://www.investing.com/news/economic-indicators/fed-seen-cutting-rates-by-half-a-point-in-sept-after-weak-jobs-data-3552272,"(Reuters) - Traders bet on Friday that the Federal Reserve will start easing policy in September with a big half-percentage-point interest rate cut, after government data showed employers added far fewer workers than expected last month, and the jobless rate rose.    Interest rate futures contracts now reflect about a 70% chance seen of a half-percentage-point rate cut next month, versus what was seen before the report as a 70% chance of a more usual quarter-point cut."
https://www.investing.com/news/economy-news/genetic-testing-firm-23andme-rejects-ceos-takeprivate-offer-3552271,"(Reuters) -Genetic testing firm 23andMe will not go ahead with CEO Anne Wojcicki's take-private offer and has asked her to withdraw any plan to oppose any alternative deal, the company said on Friday. In April, Wojcicki notified the company of her intention to make an offer and take the company private. She followed it up with a non-binding proposal, disclosed in a regulatory filing on Wednesday, to acquire all outstanding shares of 23andMe not already owned by her or her affiliates for $0.40 per share. A special committee formed by the company rejected the CEO's proposal as it saw the offer as insufficient and not in the best interests of the non-affiliated shareholders. Wojcicki had indicated in her proposal that she was working with advisers and intended to begin speaking to potential partners and financing sources. The committee in its response said it was prepared to provide her and potential investors additional time to submit a revised proposal in line with the company's expectation. Other alternatives will be pursued to maximize value for shareholders, in the absence of a revised offer, the panel added. 23andMe, best known for its saliva-based test kits that offer users a glimpse into their genetic ancestry, went public in 2021."
https://www.investing.com/news/economy/new-middle-east-crisis-could-trigger-a-big-spike-in-volatility-warns-bca-research-3551910,"Market volatility is expected to spike again as investors begin to take into account the prospect of rising oil prices amid the latest Middle East crisis and slowing global economic growth, strategists at BCA Research said Wednesday. The research firm upped their subjective odds of a major oil supply shock to 37% and emphasized the 60% chance of Republican victory in the upcoming election. “Tactically investors should stay overweight energy stocks relative to other cyclicals and favor oil producers in the Americas rather than Middle East,” BCA Research said in a note. Fighting between Israel and Hezbollah is intensifying. The situation escalated further after Hamas’ top political leader was killed in an airstrike in Tehran this week, with Iran blaming Israel and vowing revenge. The U.S. has also conducted preemptive strikes in Iraq to protect troops from Iran-backed forces, pointing to rising tensions as Iran signals resumed attacks on U.S. troops. Against this backdrop, investors are now closely watching global oil markets, anticipating a short-term spike in prices. This volatility is expected to persist until Hezbollah and Iran have retaliated, and the extent of the damage is assessed, BCA said. The firm notes that the current macroeconomic outlook supports this volatility, with weakening global demand as the U.S. economy slips, China’s lack of significant economic stimulus, and Europe on the brink of recession. But the risk of oil supply shocks is also expected to rise after the U.S. election, regardless of the outcome, strategists said, “because Biden is a lame duck and will need to cement his legacy, which may involve disciplining Iran for betraying his trust, expanding its nuclear program, and attacking Israel and international shipping."" Beyond oil volatility, the Middle East escalation could impact markets by influencing the U.S. election. The situation, coupled with Russia's restriction of energy production and exports, could reinforce inflation or otherwise affect the ruling party."
